,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
12836,India,Sorghum,2005,7968,1083.0,35342.0,26.28
12837,India,Sorghum,2005,7968,1083.0,35342.0,24.12
12838,India,Sorghum,2005,7968,1083.0,35342.0,25.48
12839,India,Sorghum,2005,7968,1083.0,35342.0,25.82
12840,India,Sorghum,2005,7968,1083.0,35342.0,25.72
12841,India,Sorghum,2005,7968,1083.0,35342.0,26.73
12842,India,Sorghum,2005,7968,1083.0,35342.0,27.49
12843,India,Sorghum,2005,7968,1083.0,35342.0,25.4
12844,India,Sorghum,2005,7968,1083.0,35342.0,25.77
12845,India,Sorghum,2005,7968,1083.0,35342.0,25.62
12846,India,Sorghum,2005,7968,1083.0,35342.0,24.12
12847,India,Sorghum,2005,7968,1083.0,35342.0,26.23
12848,India,Sorghum,2005,7968,1083.0,35342.0,25.72
12849,India,Sorghum,2005,7968,1083.0,35342.0,26.11
12850,India,Sorghum,2005,7968,1083.0,35342.0,25.09
12851,India,Sorghum,2005,7968,1083.0,35342.0,26.51
12852,India,Sorghum,2005,7968,1083.0,35342.0,25.07
12853,India,Sorghum,2005,7968,1083.0,35342.0,26.72
12854,India,Sorghum,2005,7968,1083.0,35342.0,26.72
12855,India,Sorghum,2005,7968,1083.0,35342.0,26.3
12856,India,Sorghum,2006,8803,1083.0,37423.0,26.34
12857,India,Sorghum,2006,8803,1083.0,37423.0,27.28
12858,India,Sorghum,2006,8803,1083.0,37423.0,26.39
12859,India,Sorghum,2006,8803,1083.0,37423.0,24.72
12860,India,Sorghum,2006,8803,1083.0,37423.0,25.42
12861,India,Sorghum,2006,8803,1083.0,37423.0,26.04
12862,India,Sorghum,2006,8803,1083.0,37423.0,26.37
12863,India,Sorghum,2006,8803,1083.0,37423.0,26.99
12864,India,Sorghum,2006,8803,1083.0,37423.0,27.47
12865,India,Sorghum,2006,8803,1083.0,37423.0,25.78
12866,India,Sorghum,2006,8803,1083.0,37423.0,26.43
12867,India,Sorghum,2006,8803,1083.0,37423.0,25.85
12868,India,Sorghum,2006,8803,1083.0,37423.0,24.72
12869,India,Sorghum,2006,8803,1083.0,37423.0,26.37
12870,India,Sorghum,2006,8803,1083.0,37423.0,26.37
12871,India,Sorghum,2006,8803,1083.0,37423.0,26.13
12872,India,Sorghum,2006,8803,1083.0,37423.0,25.31
12873,India,Sorghum,2006,8803,1083.0,37423.0,26.94
12874,India,Sorghum,2006,8803,1083.0,37423.0,24.98
12875,India,Sorghum,2006,8803,1083.0,37423.0,27.15
12876,India,Sorghum,2006,8803,1083.0,37423.0,27.15
12877,India,Sorghum,2006,8803,1083.0,37423.0,26.28
12878,India,Sorghum,2007,8443,1083.0,27422.77,26.0
12879,India,Sorghum,2007,8443,1083.0,27422.77,27.51
12880,India,Sorghum,2007,8443,1083.0,27422.77,25.98
12881,India,Sorghum,2007,8443,1083.0,27422.77,24.6
12882,India,Sorghum,2007,8443,1083.0,27422.77,25.46
12883,India,Sorghum,2007,8443,1083.0,27422.77,25.95
12884,India,Sorghum,2007,8443,1083.0,27422.77,26.15
12885,India,Sorghum,2007,8443,1083.0,27422.77,26.58
12886,India,Sorghum,2007,8443,1083.0,27422.77,27.55
12887,India,Sorghum,2007,8443,1083.0,27422.77,25.66
12888,India,Sorghum,2007,8443,1083.0,27422.77,26.27
12889,India,Sorghum,2007,8443,1083.0,27422.77,25.44
12890,India,Sorghum,2007,8443,1083.0,27422.77,24.6
12891,India,Sorghum,2007,8443,1083.0,27422.77,26.39
12892,India,Sorghum,2007,8443,1083.0,27422.77,26.15
12893,India,Sorghum,2007,8443,1083.0,27422.77,25.59
12894,India,Sorghum,2007,8443,1083.0,27422.77,25.58
12895,India,Sorghum,2007,8443,1083.0,27422.77,27.23
12896,India,Sorghum,2007,8443,1083.0,27422.77,24.59
12897,India,Sorghum,2007,8443,1083.0,27422.77,27.31
12898,India,Sorghum,2007,8443,1083.0,27422.77,27.31
12899,India,Sorghum,2007,8443,1083.0,27422.77,25.82
12900,India,Sorghum,2008,10209,1083.0,14485.33,25.57
12901,India,Sorghum,2008,10209,1083.0,14485.33,27.05
12902,India,Sorghum,2008,10209,1083.0,14485.33,25.78
12903,India,Sorghum,2008,10209,1083.0,14485.33,24.25
12904,India,Sorghum,2008,10209,1083.0,14485.33,25.35
12905,India,Sorghum,2008,10209,1083.0,14485.33,25.65
12906,India,Sorghum,2008,10209,1083.0,14485.33,25.68
12907,India,Sorghum,2008,10209,1083.0,14485.33,26.52
12908,India,Sorghum,2008,10209,1083.0,14485.33,27.45
12909,India,Sorghum,2008,10209,1083.0,14485.33,25.3
12910,India,Sorghum,2008,10209,1083.0,14485.33,25.88
12911,India,Sorghum,2008,10209,1083.0,14485.33,25.11
12912,India,Sorghum,2008,10209,1083.0,14485.33,24.25
12913,India,Sorghum,2008,10209,1083.0,14485.33,26.19
12914,India,Sorghum,2008,10209,1083.0,14485.33,25.68
12915,India,Sorghum,2008,10209,1083.0,14485.33,25.56
12916,India,Sorghum,2008,10209,1083.0,14485.33,25.23
12917,India,Sorghum,2008,10209,1083.0,14485.33,26.51
12918,India,Sorghum,2008,10209,1083.0,14485.33,24.51
12919,India,Sorghum,2008,10209,1083.0,14485.33,26.83
12920,India,Sorghum,2008,10209,1083.0,14485.33,26.83
12921,India,Sorghum,2008,10209,1083.0,14485.33,25.66
12922,India,Sorghum,2009,9621,1083.0,28707.01,26.55
12923,India,Sorghum,2009,9621,1083.0,28707.01,28.1
12924,India,Sorghum,2009,9621,1083.0,28707.01,26.76
12925,India,Sorghum,2009,9621,1083.0,28707.01,24.87
12926,India,Sorghum,2009,9621,1083.0,28707.01,25.73
12927,India,Sorghum,2009,9621,1083.0,28707.01,26.68
12928,India,Sorghum,2009,9621,1083.0,28707.01,26.55
12929,India,Sorghum,2009,9621,1083.0,28707.01,27.15
12930,India,Sorghum,2009,9621,1083.0,28707.01,28.03
12931,India,Sorghum,2009,9621,1083.0,28707.01,26.41
12932,India,Sorghum,2009,9621,1083.0,28707.01,26.92
12933,India,Sorghum,2009,9621,1083.0,28707.01,25.99
12934,India,Sorghum,2009,9621,1083.0,28707.01,24.87
12935,India,Sorghum,2009,9621,1083.0,28707.01,27.14
12936,India,Sorghum,2009,9621,1083.0,28707.01,26.55
12937,India,Sorghum,2009,9621,1083.0,28707.01,26.31
12938,India,Sorghum,2009,9621,1083.0,28707.01,25.87
12939,India,Sorghum,2009,9621,1083.0,28707.01,27.43
12940,India,Sorghum,2009,9621,1083.0,28707.01,25.38
12941,India,Sorghum,2009,9621,1083.0,28707.01,27.82
12942,India,Sorghum,2009,9621,1083.0,28707.01,27.82
12943,India,Sorghum,2009,9621,1083.0,28707.01,26.55
12944,India,Sorghum,2010,8602,1083.0,40093.69,26.51
12945,India,Sorghum,2010,8602,1083.0,40093.69,28.02
12946,India,Sorghum,2010,8602,1083.0,40093.69,26.81
12947,India,Sorghum,2010,8602,1083.0,40093.69,24.98
12948,India,Sorghum,2010,8602,1083.0,40093.69,25.71
12949,India,Sorghum,2010,8602,1083.0,40093.69,26.61
12950,India,Sorghum,2010,8602,1083.0,40093.69,26.52
12951,India,Sorghum,2010,8602,1083.0,40093.69,27.29
12952,India,Sorghum,2010,8602,1083.0,40093.69,27.69
12953,India,Sorghum,2010,8602,1083.0,40093.69,26.31
12954,India,Sorghum,2010,8602,1083.0,40093.69,26.82
12955,India,Sorghum,2010,8602,1083.0,40093.69,26.02
12956,India,Sorghum,2010,8602,1083.0,40093.69,24.98
12957,India,Sorghum,2010,8602,1083.0,40093.69,26.93
12958,India,Sorghum,2010,8602,1083.0,40093.69,26.52
12959,India,Sorghum,2010,8602,1083.0,40093.69,26.54
12960,India,Sorghum,2010,8602,1083.0,40093.69,25.75
12961,India,Sorghum,2010,8602,1083.0,40093.69,27.16
12962,India,Sorghum,2010,8602,1083.0,40093.69,25.54
12963,India,Sorghum,2010,8602,1083.0,40093.69,27.68
12964,India,Sorghum,2010,8602,1083.0,40093.69,27.68
12965,India,Sorghum,2010,8602,1083.0,40093.69,26.67
12966,India,Sorghum,2011,9487,1083.0,55540.0,25.53
12967,India,Sorghum,2011,9487,1083.0,55540.0,27.29
12968,India,Sorghum,2011,9487,1083.0,55540.0,25.81
12969,India,Sorghum,2011,9487,1083.0,55540.0,24.35
12970,India,Sorghum,2011,9487,1083.0,55540.0,25.36
12971,India,Sorghum,2011,9487,1083.0,55540.0,25.72
12972,India,Sorghum,2011,9487,1083.0,55540.0,25.63
12973,India,Sorghum,2011,9487,1083.0,55540.0,26.41
12974,India,Sorghum,2011,9487,1083.0,55540.0,27.41
12975,India,Sorghum,2011,9487,1083.0,55540.0,25.45
12976,India,Sorghum,2011,9487,1083.0,55540.0,25.92
12977,India,Sorghum,2011,9487,1083.0,55540.0,25.06
12978,India,Sorghum,2011,9487,1083.0,55540.0,24.35
12979,India,Sorghum,2011,9487,1083.0,55540.0,26.0
12980,India,Sorghum,2011,9487,1083.0,55540.0,25.63
12981,India,Sorghum,2011,9487,1083.0,55540.0,25.48
12982,India,Sorghum,2011,9487,1083.0,55540.0,25.16
12983,India,Sorghum,2011,9487,1083.0,55540.0,26.84
12984,India,Sorghum,2011,9487,1083.0,55540.0,24.5
12985,India,Sorghum,2011,9487,1083.0,55540.0,27.02
12986,India,Sorghum,2011,9487,1083.0,55540.0,27.02
12987,India,Sorghum,2011,9487,1083.0,55540.0,25.64
12988,India,Sorghum,2012,9568,1083.0,52980.0,25.86
12989,India,Sorghum,2012,9568,1083.0,52980.0,27.03
12990,India,Sorghum,2012,9568,1083.0,52980.0,26.21
12991,India,Sorghum,2012,9568,1083.0,52980.0,24.37
12992,India,Sorghum,2012,9568,1083.0,52980.0,26.04
12993,India,Sorghum,2012,9568,1083.0,52980.0,25.82
12994,India,Sorghum,2012,9568,1083.0,52980.0,25.89
12995,India,Sorghum,2012,9568,1083.0,52980.0,26.94
12996,India,Sorghum,2012,9568,1083.0,52980.0,28.02
12997,India,Sorghum,2012,9568,1083.0,52980.0,25.39
12998,India,Sorghum,2012,9568,1083.0,52980.0,25.88
12999,India,Sorghum,2012,9568,1083.0,52980.0,25.45
13000,India,Sorghum,2012,9568,1083.0,52980.0,24.37
13001,India,Sorghum,2012,9568,1083.0,52980.0,26.33
13002,India,Sorghum,2012,9568,1083.0,52980.0,25.89
13003,India,Sorghum,2012,9568,1083.0,52980.0,25.98
13004,India,Sorghum,2012,9568,1083.0,52980.0,25.3
13005,India,Sorghum,2012,9568,1083.0,52980.0,26.65
13006,India,Sorghum,2012,9568,1083.0,52980.0,25.09
13007,India,Sorghum,2012,9568,1083.0,52980.0,26.89
13008,India,Sorghum,2012,9568,1083.0,52980.0,26.89
13009,India,Sorghum,2012,9568,1083.0,52980.0,26.09
13010,India,Sorghum,2013,8502,1083.0,45620.0,26.69
13011,India,Sorghum,2013,8502,1083.0,45620.0,27.61
13012,India,Sorghum,2013,8502,1083.0,45620.0,27.1
13013,India,Sorghum,2013,8502,1083.0,45620.0,25.44
13014,India,Sorghum,2013,8502,1083.0,45620.0,26.61
13015,India,Sorghum,2013,8502,1083.0,45620.0,26.37
13016,India,Sorghum,2013,8502,1083.0,45620.0,26.71
13017,India,Sorghum,2013,8502,1083.0,45620.0,27.37
13018,India,Sorghum,2013,8502,1083.0,45620.0,28.85
13019,India,Sorghum,2013,8502,1083.0,45620.0,25.94
13020,India,Sorghum,2013,8502,1083.0,45620.0,26.84
13021,India,Sorghum,2013,8502,1083.0,45620.0,26.12
13022,India,Sorghum,2013,8502,1083.0,45620.0,25.44
13023,India,Sorghum,2013,8502,1083.0,45620.0,27.11
13024,India,Sorghum,2013,8502,1083.0,45620.0,26.71
13025,India,Sorghum,2013,8502,1083.0,45620.0,26.79
13026,India,Sorghum,2013,8502,1083.0,45620.0,25.85
13027,India,Sorghum,2013,8502,1083.0,45620.0,27.14
13028,India,Sorghum,2013,8502,1083.0,45620.0,25.98
13029,India,Sorghum,2013,8502,1083.0,45620.0,27.44
13030,India,Sorghum,2013,8502,1083.0,45620.0,27.44
13031,India,Sorghum,2013,8502,1083.0,45620.0,26.99
13032,India,Soybeans,1990,10145,1083.0,75000.0,25.58
13033,India,Soybeans,1990,10145,1083.0,75000.0,26.88
13034,India,Soybeans,1990,10145,1083.0,75000.0,25.79
13035,India,Soybeans,1990,10145,1083.0,75000.0,24.1
13036,India,Soybeans,1990,10145,1083.0,75000.0,25.25
13037,India,Soybeans,1990,10145,1083.0,75000.0,25.44
13038,India,Soybeans,1990,10145,1083.0,75000.0,25.54
13039,India,Soybeans,1990,10145,1083.0,75000.0,26.36
13040,India,Soybeans,1990,10145,1083.0,75000.0,26.91
13041,India,Soybeans,1990,10145,1083.0,75000.0,25.16
13042,India,Soybeans,1990,10145,1083.0,75000.0,25.77
13043,India,Soybeans,1990,10145,1083.0,75000.0,25.12
13044,India,Soybeans,1990,10145,1083.0,75000.0,24.1
13045,India,Soybeans,1990,10145,1083.0,75000.0,25.68
13046,India,Soybeans,1990,10145,1083.0,75000.0,25.54
13047,India,Soybeans,1990,10145,1083.0,75000.0,25.44
13048,India,Soybeans,1990,10145,1083.0,75000.0,24.78
13049,India,Soybeans,1990,10145,1083.0,75000.0,26.59
13050,India,Soybeans,1990,10145,1083.0,75000.0,24.37
13051,India,Soybeans,1990,10145,1083.0,75000.0,26.63
13052,India,Soybeans,1990,10145,1083.0,75000.0,26.63
13053,India,Soybeans,1990,10145,1083.0,75000.0,25.64
13054,India,Soybeans,1991,7825,1083.0,72133.0,25.85
13055,India,Soybeans,1991,7825,1083.0,72133.0,26.9
13056,India,Soybeans,1991,7825,1083.0,72133.0,25.96
13057,India,Soybeans,1991,7825,1083.0,72133.0,23.77
13058,India,Soybeans,1991,7825,1083.0,72133.0,25.49
13059,India,Soybeans,1991,7825,1083.0,72133.0,25.82
13060,India,Soybeans,1991,7825,1083.0,72133.0,25.74
13061,India,Soybeans,1991,7825,1083.0,72133.0,26.54
13062,India,Soybeans,1991,7825,1083.0,72133.0,27.35
13063,India,Soybeans,1991,7825,1083.0,72133.0,25.4
13064,India,Soybeans,1991,7825,1083.0,72133.0,25.99
13065,India,Soybeans,1991,7825,1083.0,72133.0,25.32
13066,India,Soybeans,1991,7825,1083.0,72133.0,23.77
13067,India,Soybeans,1991,7825,1083.0,72133.0,26.2
13068,India,Soybeans,1991,7825,1083.0,72133.0,25.74
13069,India,Soybeans,1991,7825,1083.0,72133.0,25.55
13070,India,Soybeans,1991,7825,1083.0,72133.0,25.06
13071,India,Soybeans,1991,7825,1083.0,72133.0,26.34
13072,India,Soybeans,1991,7825,1083.0,72133.0,24.62
13073,India,Soybeans,1991,7825,1083.0,72133.0,26.7
13074,India,Soybeans,1991,7825,1083.0,72133.0,26.7
13075,India,Soybeans,1991,7825,1083.0,72133.0,25.74
13076,India,Soybeans,1992,8947,1083.0,70791.0,25.69
13077,India,Soybeans,1992,8947,1083.0,70791.0,26.82
13078,India,Soybeans,1992,8947,1083.0,70791.0,26.09
13079,India,Soybeans,1992,8947,1083.0,70791.0,23.79
13080,India,Soybeans,1992,8947,1083.0,70791.0,25.16
13081,India,Soybeans,1992,8947,1083.0,70791.0,25.91
13082,India,Soybeans,1992,8947,1083.0,70791.0,25.52
13083,India,Soybeans,1992,8947,1083.0,70791.0,26.41
13084,India,Soybeans,1992,8947,1083.0,70791.0,27.24
13085,India,Soybeans,1992,8947,1083.0,70791.0,25.41
13086,India,Soybeans,1992,8947,1083.0,70791.0,25.73
13087,India,Soybeans,1992,8947,1083.0,70791.0,25.27
13088,India,Soybeans,1992,8947,1083.0,70791.0,23.79
13089,India,Soybeans,1992,8947,1083.0,70791.0,26.32
13090,India,Soybeans,1992,8947,1083.0,70791.0,25.52
13091,India,Soybeans,1992,8947,1083.0,70791.0,25.58
13092,India,Soybeans,1992,8947,1083.0,70791.0,25.14
13093,India,Soybeans,1992,8947,1083.0,70791.0,26.37
13094,India,Soybeans,1992,8947,1083.0,70791.0,24.62
13095,India,Soybeans,1992,8947,1083.0,70791.0,26.78
13096,India,Soybeans,1992,8947,1083.0,70791.0,26.78
13097,India,Soybeans,1992,8947,1083.0,70791.0,25.89
13098,India,Soybeans,1993,10857,1083.0,66388.0,25.88
13099,India,Soybeans,1993,10857,1083.0,66388.0,27.46
13100,India,Soybeans,1993,10857,1083.0,66388.0,26.1
13101,India,Soybeans,1993,10857,1083.0,66388.0,24.34
13102,India,Soybeans,1993,10857,1083.0,66388.0,25.22
13103,India,Soybeans,1993,10857,1083.0,66388.0,25.75
13104,India,Soybeans,1993,10857,1083.0,66388.0,25.92
13105,India,Soybeans,1993,10857,1083.0,66388.0,26.34
13106,India,Soybeans,1993,10857,1083.0,66388.0,27.24
13107,India,Soybeans,1993,10857,1083.0,66388.0,25.5
13108,India,Soybeans,1993,10857,1083.0,66388.0,26.32
13109,India,Soybeans,1993,10857,1083.0,66388.0,25.27
13110,India,Soybeans,1993,10857,1083.0,66388.0,24.34
13111,India,Soybeans,1993,10857,1083.0,66388.0,26.07
13112,India,Soybeans,1993,10857,1083.0,66388.0,25.92
13113,India,Soybeans,1993,10857,1083.0,66388.0,25.66
13114,India,Soybeans,1993,10857,1083.0,66388.0,25.06
13115,India,Soybeans,1993,10857,1083.0,66388.0,27.07
13116,India,Soybeans,1993,10857,1083.0,66388.0,24.74
13117,India,Soybeans,1993,10857,1083.0,66388.0,27.04
13118,India,Soybeans,1993,10857,1083.0,66388.0,27.04
13119,India,Soybeans,1993,10857,1083.0,66388.0,25.97
13120,India,Soybeans,1994,9106,1083.0,61357.0,25.75
13121,India,Soybeans,1994,9106,1083.0,61357.0,26.74
13122,India,Soybeans,1994,9106,1083.0,61357.0,26.03
13123,India,Soybeans,1994,9106,1083.0,61357.0,24.29
13124,India,Soybeans,1994,9106,1083.0,61357.0,25.22
13125,India,Soybeans,1994,9106,1083.0,61357.0,25.33
13126,India,Soybeans,1994,9106,1083.0,61357.0,25.87
13127,India,Soybeans,1994,9106,1083.0,61357.0,26.54
13128,India,Soybeans,1994,9106,1083.0,61357.0,27.07
13129,India,Soybeans,1994,9106,1083.0,61357.0,25.01
13130,India,Soybeans,1994,9106,1083.0,61357.0,25.92
13131,India,Soybeans,1994,9106,1083.0,61357.0,25.33
13132,India,Soybeans,1994,9106,1083.0,61357.0,24.29
13133,India,Soybeans,1994,9106,1083.0,61357.0,25.75
13134,India,Soybeans,1994,9106,1083.0,61357.0,25.87
13135,India,Soybeans,1994,9106,1083.0,61357.0,25.71
13136,India,Soybeans,1994,9106,1083.0,61357.0,24.84
13137,India,Soybeans,1994,9106,1083.0,61357.0,26.46
13138,India,Soybeans,1994,9106,1083.0,61357.0,24.71
13139,India,Soybeans,1994,9106,1083.0,61357.0,26.55
13140,India,Soybeans,1994,9106,1083.0,61357.0,26.55
13141,India,Soybeans,1994,9106,1083.0,61357.0,25.95
13142,India,Soybeans,1995,10121,1083.0,61257.0,25.86
13143,India,Soybeans,1995,10121,1083.0,61257.0,27.2
13144,India,Soybeans,1995,10121,1083.0,61257.0,26.15
13145,India,Soybeans,1995,10121,1083.0,61257.0,24.04
13146,India,Soybeans,1995,10121,1083.0,61257.0,25.44
13147,India,Soybeans,1995,10121,1083.0,61257.0,25.73
13148,India,Soybeans,1995,10121,1083.0,61257.0,25.92
13149,India,Soybeans,1995,10121,1083.0,61257.0,26.62
13150,India,Soybeans,1995,10121,1083.0,61257.0,27.24
13151,India,Soybeans,1995,10121,1083.0,61257.0,25.5
13152,India,Soybeans,1995,10121,1083.0,61257.0,26.13
13153,India,Soybeans,1995,10121,1083.0,61257.0,25.55
13154,India,Soybeans,1995,10121,1083.0,61257.0,24.04
13155,India,Soybeans,1995,10121,1083.0,61257.0,26.04
13156,India,Soybeans,1995,10121,1083.0,61257.0,25.92
13157,India,Soybeans,1995,10121,1083.0,61257.0,25.76
13158,India,Soybeans,1995,10121,1083.0,61257.0,25.24
13159,India,Soybeans,1995,10121,1083.0,61257.0,26.72
13160,India,Soybeans,1995,10121,1083.0,61257.0,24.64
13161,India,Soybeans,1995,10121,1083.0,61257.0,27.03
13162,India,Soybeans,1995,10121,1083.0,61257.0,27.03
13163,India,Soybeans,1995,10121,1083.0,61257.0,26.01
13164,India,Soybeans,1996,10319,1083.0,56114.0,25.63
13165,India,Soybeans,1996,10319,1083.0,56114.0,27.06
13166,India,Soybeans,1996,10319,1083.0,56114.0,26.1
13167,India,Soybeans,1996,10319,1083.0,56114.0,23.81
13168,India,Soybeans,1996,10319,1083.0,56114.0,25.41
13169,India,Soybeans,1996,10319,1083.0,56114.0,25.9
13170,India,Soybeans,1996,10319,1083.0,56114.0,25.55
13171,India,Soybeans,1996,10319,1083.0,56114.0,26.65
13172,India,Soybeans,1996,10319,1083.0,56114.0,27.37
13173,India,Soybeans,1996,10319,1083.0,56114.0,25.55
13174,India,Soybeans,1996,10319,1083.0,56114.0,25.79
13175,India,Soybeans,1996,10319,1083.0,56114.0,25.31
13176,India,Soybeans,1996,10319,1083.0,56114.0,23.81
13177,India,Soybeans,1996,10319,1083.0,56114.0,26.46
13178,India,Soybeans,1996,10319,1083.0,56114.0,25.55
13179,India,Soybeans,1996,10319,1083.0,56114.0,25.75
13180,India,Soybeans,1996,10319,1083.0,56114.0,25.34
13181,India,Soybeans,1996,10319,1083.0,56114.0,26.64
13182,India,Soybeans,1996,10319,1083.0,56114.0,24.78
13183,India,Soybeans,1996,10319,1083.0,56114.0,27.01
13184,India,Soybeans,1996,10319,1083.0,56114.0,27.01
13185,India,Soybeans,1996,10319,1083.0,56114.0,25.99
13186,India,Soybeans,1997,10789,1083.0,52279.0,24.92
13187,India,Soybeans,1997,10789,1083.0,52279.0,26.45
13188,India,Soybeans,1997,10789,1083.0,52279.0,25.58
13189,India,Soybeans,1997,10789,1083.0,52279.0,23.26
13190,India,Soybeans,1997,10789,1083.0,52279.0,25.68
13191,India,Soybeans,1997,10789,1083.0,52279.0,25.09
13192,India,Soybeans,1997,10789,1083.0,52279.0,24.71
13193,India,Soybeans,1997,10789,1083.0,52279.0,26.19
13194,India,Soybeans,1997,10789,1083.0,52279.0,27.47
13195,India,Soybeans,1997,10789,1083.0,52279.0,24.77
13196,India,Soybeans,1997,10789,1083.0,52279.0,24.83
13197,India,Soybeans,1997,10789,1083.0,52279.0,24.71
13198,India,Soybeans,1997,10789,1083.0,52279.0,23.26
13199,India,Soybeans,1997,10789,1083.0,52279.0,25.75
13200,India,Soybeans,1997,10789,1083.0,52279.0,24.71
13201,India,Soybeans,1997,10789,1083.0,52279.0,25.46
13202,India,Soybeans,1997,10789,1083.0,52279.0,25.21
13203,India,Soybeans,1997,10789,1083.0,52279.0,26.38
13204,India,Soybeans,1997,10789,1083.0,52279.0,24.55
13205,India,Soybeans,1997,10789,1083.0,52279.0,26.53
13206,India,Soybeans,1997,10789,1083.0,52279.0,26.53
13207,India,Soybeans,1997,10789,1083.0,52279.0,25.58
13208,India,Soybeans,1998,11001,1083.0,49157.0,25.91
13209,India,Soybeans,1998,11001,1083.0,49157.0,27.48
13210,India,Soybeans,1998,11001,1083.0,49157.0,26.35
13211,India,Soybeans,1998,11001,1083.0,49157.0,24.34
13212,India,Soybeans,1998,11001,1083.0,49157.0,26.01
13213,India,Soybeans,1998,11001,1083.0,49157.0,26.12
13214,India,Soybeans,1998,11001,1083.0,49157.0,25.77
13215,India,Soybeans,1998,11001,1083.0,49157.0,26.69
13216,India,Soybeans,1998,11001,1083.0,49157.0,27.87
13217,India,Soybeans,1998,11001,1083.0,49157.0,25.87
13218,India,Soybeans,1998,11001,1083.0,49157.0,26.27
13219,India,Soybeans,1998,11001,1083.0,49157.0,25.46
13220,India,Soybeans,1998,11001,1083.0,49157.0,24.34
13221,India,Soybeans,1998,11001,1083.0,49157.0,26.4
13222,India,Soybeans,1998,11001,1083.0,49157.0,25.77
13223,India,Soybeans,1998,11001,1083.0,49157.0,25.87
13224,India,Soybeans,1998,11001,1083.0,49157.0,25.55
13225,India,Soybeans,1998,11001,1083.0,49157.0,27.09
13226,India,Soybeans,1998,11001,1083.0,49157.0,24.84
13227,India,Soybeans,1998,11001,1083.0,49157.0,27.32
13228,India,Soybeans,1998,11001,1083.0,49157.0,27.32
13229,India,Soybeans,1998,11001,1083.0,49157.0,26.12
13230,India,Soybeans,1999,11380,1083.0,46195.0,26.12
13231,India,Soybeans,1999,11380,1083.0,46195.0,27.21
13232,India,Soybeans,1999,11380,1083.0,46195.0,26.4
13233,India,Soybeans,1999,11380,1083.0,46195.0,24.9
13234,India,Soybeans,1999,11380,1083.0,46195.0,25.29
13235,India,Soybeans,1999,11380,1083.0,46195.0,25.74
13236,India,Soybeans,1999,11380,1083.0,46195.0,26.36
13237,India,Soybeans,1999,11380,1083.0,46195.0,26.86
13238,India,Soybeans,1999,11380,1083.0,46195.0,27.24
13239,India,Soybeans,1999,11380,1083.0,46195.0,25.5
13240,India,Soybeans,1999,11380,1083.0,46195.0,26.42
13241,India,Soybeans,1999,11380,1083.0,46195.0,25.78
13242,India,Soybeans,1999,11380,1083.0,46195.0,24.9
13243,India,Soybeans,1999,11380,1083.0,46195.0,26.06
13244,India,Soybeans,1999,11380,1083.0,46195.0,26.36
13245,India,Soybeans,1999,11380,1083.0,46195.0,25.97
13246,India,Soybeans,1999,11380,1083.0,46195.0,25.1
13247,India,Soybeans,1999,11380,1083.0,46195.0,26.85
13248,India,Soybeans,1999,11380,1083.0,46195.0,24.93
13249,India,Soybeans,1999,11380,1083.0,46195.0,26.96
13250,India,Soybeans,1999,11380,1083.0,46195.0,26.96
13251,India,Soybeans,1999,11380,1083.0,46195.0,26.21
13252,India,Soybeans,2000,8222,1083.0,44957.52,25.98
13253,India,Soybeans,2000,8222,1083.0,44957.52,27.44
13254,India,Soybeans,2000,8222,1083.0,44957.52,26.13
13255,India,Soybeans,2000,8222,1083.0,44957.52,24.57
13256,India,Soybeans,2000,8222,1083.0,44957.52,25.34
13257,India,Soybeans,2000,8222,1083.0,44957.52,25.93
13258,India,Soybeans,2000,8222,1083.0,44957.52,26.05
13259,India,Soybeans,2000,8222,1083.0,44957.52,26.49
13260,India,Soybeans,2000,8222,1083.0,44957.52,27.23
13261,India,Soybeans,2000,8222,1083.0,44957.52,25.62
13262,India,Soybeans,2000,8222,1083.0,44957.52,26.43
13263,India,Soybeans,2000,8222,1083.0,44957.52,25.35
13264,India,Soybeans,2000,8222,1083.0,44957.52,24.57
13265,India,Soybeans,2000,8222,1083.0,44957.52,26.18
13266,India,Soybeans,2000,8222,1083.0,44957.52,26.05
13267,India,Soybeans,2000,8222,1083.0,44957.52,25.58
13268,India,Soybeans,2000,8222,1083.0,44957.52,25.11
13269,India,Soybeans,2000,8222,1083.0,44957.52,27.08
13270,India,Soybeans,2000,8222,1083.0,44957.52,24.69
13271,India,Soybeans,2000,8222,1083.0,44957.52,27.03
13272,India,Soybeans,2000,8222,1083.0,44957.52,27.03
13273,India,Soybeans,2000,8222,1083.0,44957.52,25.93
13274,India,Soybeans,2001,9400,1083.0,43720.04,25.76
13275,India,Soybeans,2001,9400,1083.0,43720.04,27.2
13276,India,Soybeans,2001,9400,1083.0,43720.04,26.02
13277,India,Soybeans,2001,9400,1083.0,43720.04,24.5
13278,India,Soybeans,2001,9400,1083.0,43720.04,25.53
13279,India,Soybeans,2001,9400,1083.0,43720.04,25.95
13280,India,Soybeans,2001,9400,1083.0,43720.04,25.86
13281,India,Soybeans,2001,9400,1083.0,43720.04,26.52
13282,India,Soybeans,2001,9400,1083.0,43720.04,27.56
13283,India,Soybeans,2001,9400,1083.0,43720.04,25.59
13284,India,Soybeans,2001,9400,1083.0,43720.04,26.02
13285,India,Soybeans,2001,9400,1083.0,43720.04,25.33
